twitter code,Party ID,chamber,nominate_dim1,Names altered,Name chronological,delegate,serving at time of tweet,independent,president,Personal Twitter_binary,CongressionalTwitter_binary,PressOfficeTwitter_binary,Campaign Twitter_binary,RetiredTwitter_binary,original codes
dinatitus,D,House,-0.301,"['titus', 'dina']",Dina Titus,False,True,False,False,True,False,False,False,False,False
RepRashida,D,House,-0.272,"['tlaib', 'rashida']",Rashida Tlaib,False,True,False,False,False,True,False,False,False,True
RashidaTlaib,D,House,-0.272,"['tlaib', 'rashida']",Rashida Tlaib,False,True,False,False,True,False,False,False,False,False
RepPaulTonko,D,House,-0.418,"['tonko', 'paul']",Paul Tonko,False,True,False,False,False,True,False,False,False,True
PaulTonko,D,House,-0.418,"['tonko', 'paul']",Paul Tonko,False,True,False,False,False,False,False,True,False,False
NormaJTorres,D,House,-0.363,"['torres', 'norma']",Norma Torres,False,True,False,False,False,True,False,False,False,True
Norma4Congress,D,House,-0.363,"['torres', 'norma']",Norma Torres,False,True,False,False,True,False,False,False,False,False
RepRitchie,D,House,-0.415,"['torres', 'ritchie']",Ritchie Torres,False,True,False,False,False,True,False,False,False,True
RitchieTorres,D,House,-0.415,"['torres', 'ritchie']",Ritchie Torres,False,True,False,False,True,False,False,False,False,False
RepLoriTrahan,D,House,-0.431,"['trahan', 'lori']",Lori Trahan,False,True,False,False,False,True,False,False,False,True
LoriTrahanMA,D,House,-0.431,"['trahan', 'lori']",Lori Trahan,False,True,False,False,True,False,False,False,False,False
RepDavidTrone,D,House,-0.3,"['trone', 'david']",David Trone,False,True,False,False,False,True,False,False,False,True
davidjtrone,D,House,-0.3,"['trone', 'david']",David Trone,False,True,False,False,True,False,False,False,False,False
RepMikeTurner,R,House,0.276,"['turner', 'mike']",Mike Turner,False,True,False,False,False,True,False,False,False,True
MikeTurnerOH,R,House,0.276,"['turner', 'mike']",Mike Turner,False,True,False,False,False,False,False,True,False,False
RepUnderwood,D,House,-0.556,"['underwood', 'lauren']",Lauren Underwood,False,True,False,False,False,True,False,False,False,True
LaurenUnderwood,D,House,-0.556,"['underwood', 'lauren']",Lauren Underwood,False,True,False,False,True,False,False,False,False,False
RepFredUpton,R,House,0.32,"['upton', 'fred']",Fred Upton,False,True,False,False,False,True,False,False,False,True
UptonForAllOfUs,R,House,0.32,"['upton', 'fred']",Fred Upton,False,True,False,False,False,False,False,True,False,False
RepDavidValadao,R,House,0.265,"['valadao', 'david']",David Valadao,False,True,False,False,False,True,False,False,False,True
dgvaladao,R,House,0.265,"['valadao', 'david']",David Valadao,False,True,False,False,True,False,False,False,False,False
RepBethVanDuyne,R,House,0.58,"['duyne', 'beth', 'van']",Beth van Duyne,False,True,False,False,False,True,False,False,False,True
Bethvanduyne,R,House,0.58,"['duyne', 'beth', 'van']",Beth van Duyne,False,True,False,False,True,False,False,False,False,False
RepJuanVargas,D,House,-0.404,"['vargas', 'juan']",Juan Vargas,False,True,False,False,False,True,False,False,False,True
JuanVargas4CA,D,House,-0.404,"['vargas', 'juan']",Juan Vargas,False,True,False,False,True,False,False,False,False,False
NydiaVelazquez,D,House,-0.547,"['velázquez', 'nydia']",Nydia Velázquez,False,True,False,False,False,True,False,False,False,True
ReElectNydia,D,House,-0.547,"['velázquez', 'nydia']",Nydia Velázquez,False,True,False,False,True,False,False,False,False,False
RepAnnWagner,R,House,0.419,"['wagner', 'ann']",Ann Wagner,False,True,False,False,False,True,False,False,False,True
AnnLWagner,R,House,0.419,"['wagner', 'ann']",Ann Wagner,False,True,False,False,True,False,False,False,False,False
RepWalberg,R,House,0.509,"['walberg', 'tim']",Tim Walberg,False,True,False,False,False,True,False,False,False,True
TimWalberg,R,House,0.509,"['walberg', 'tim']",Tim Walberg,False,True,False,False,False,False,False,True,False,False
michaelgwaltz,R,House,0.415,"['waltz', 'michael']",Michael Waltz,False,True,False,False,False,True,False,False,False,True
RepMaxineWaters,D,House,-0.656,"['waters', 'maxine']",Maxine Waters,False,True,False,False,False,True,False,False,False,True
MaxineWaters,D,House,-0.656,"['waters', 'maxine']",Maxine Waters,False,True,False,False,False,False,False,True,False,False
RepBonnie,D,House,-0.612,"['coleman', 'bonnie', 'watson']",Bonnie Watson Coleman,False,True,False,False,False,True,False,False,False,True
Bonnie4Congress,D,House,-0.612,"['coleman', 'bonnie', 'watson']",Bonnie Watson Coleman,False,True,False,False,False,False,False,True,False,False
TXRandy14,R,House,0.73,"['weber', 'randy']",Randy Weber,False,True,False,False,False,True,False,False,False,True
WeberforTexas,R,House,0.73,"['weber', 'randy']",Randy Weber,False,True,False,False,True,False,False,False,False,False
RepWebster,R,House,0.528,"['webster', 'daniel']",Daniel Webster,False,True,False,False,False,True,False,False,False,True
WebsterCongress,R,House,0.528,"['webster', 'daniel']",Daniel Webster,False,True,False,False,False,False,False,True,False,False
PeterWelch,D,House,-0.407,"['welch', 'peter']",Peter Welch,False,True,False,False,False,True,False,False,False,True
WelchForVT,D,House,-0.407,"['welch', 'peter']",Peter Welch,False,True,False,False,False,False,False,True,False,False
RepBradWenstrup,R,House,0.529,"['wenstrup', 'brad']",Brad Wenstrup,False,True,False,False,False,True,False,False,False,True
bradwenstrup,R,House,0.529,"['wenstrup', 'brad']",Brad Wenstrup,False,True,False,False,True,False,False,False,False,False
RepWesterman,R,House,0.544,"['westerman', 'bruce']",Bruce Westerman,False,True,False,False,False,True,False,False,False,True
WestermanAR,R,House,0.544,"['westerman', 'bruce']",Bruce Westerman,False,True,False,False,True,False,False,False,False,False
RepWexton,D,House,-0.348,"['wexton', 'jennifer']",Jennifer Wexton,False,True,False,False,False,True,False,False,False,True
JenniferWexton,D,House,-0.348,"['wexton', 'jennifer']",Jennifer Wexton,False,True,False,False,True,False,False,False,False,False
RepSusanWild,D,House,-0.277,"['wild', 'susan']",Susan Wild,False,True,False,False,False,True,False,False,False,True
wildforcongress,D,House,-0.277,"['wild', 'susan']",Susan Wild,False,True,False,False,True,False,False,False,False,False
RepNikema,D,House,-0.44,"['williams', 'nikema']",Nikema Williams,False,True,False,False,False,True,False,False,False,True
NikemaWilliams,D,House,-0.44,"['williams', 'nikema']",Nikema Williams,False,True,False,False,True,False,False,False,False,False
RepRWilliams,R,House,0.586,"['williams', 'roger']",Roger Williams,False,True,False,False,False,True,False,False,False,True
RogerWilliamsTX,R,House,0.586,"['williams', 'roger']",Roger Williams,False,True,False,False,False,False,False,True,False,False
RepWilson,D,House,-0.48,"['wilson', 'frederica']",Frederica Wilson,False,True,False,False,False,True,False,False,False,True
RepJoeWilson,R,House,0.53,"['wilson', 'joe']",Joe Wilson,False,True,False,False,False,True,False,False,False,True
TeamJoeWilson,R,House,0.53,"['wilson', 'joe']",Joe Wilson,False,True,False,False,False,False,False,True,False,False
RobWittman,R,House,0.446,"['wittman', 'robert']",Robert Wittman,False,True,False,False,False,True,False,False,False,True
ReElectWittman,R,House,0.446,"['wittman', 'robert']",Robert Wittman,False,True,False,False,False,False,False,True,False,False
rep_stevewomack,R,House,0.351,"['womack', 'steve']",Steve Womack,False,True,False,False,False,True,False,False,False,True
womack4congress,R,House,0.351,"['womack', 'steve']",Steve Womack,False,True,False,False,True,False,False,False,False,False
RepJohnYarmuth,D,House,-0.378,"['yarmuth', 'john']",John Yarmuth,False,True,False,False,False,True,False,False,False,True
RepLeeZeldin,R,House,0.397,"['zeldin', 'lee']",Lee Zeldin,False,True,False,False,False,True,False,False,False,True
leezeldin,R,House,0.397,"['zeldin', 'lee']",Lee Zeldin,False,True,False,False,True,False,False,False,False,False
SenatorBaldwin,D,Senate,-0.492,"['baldwin', 'tammy']",Tammy Baldwin,False,True,False,False,False,True,False,False,False,True
tammybaldwin,D,Senate,-0.492,"['baldwin', 'tammy']",Tammy Baldwin,False,True,False,False,True,False,False,False,False,False
SenJohnBarrasso,R,Senate,0.538,"['barrasso', 'john']",John Barrasso,False,True,False,False,False,True,False,False,False,True
barrassoforwyo,R,Senate,0.538,"['barrasso', 'john']",John Barrasso,False,True,False,False,False,False,False,True,False,False
SenatorBennet,D,Senate,-0.23,"['bennet', 'michael']",Michael Bennet,False,True,False,False,False,True,False,False,False,True
MichaelBennet,D,Senate,-0.23,"['bennet', 'michael']",Michael Bennet,False,True,False,False,True,False,False,False,False,False
MarshaBlackburn,R,Senate,0.627,"['blackburn', 'marsha']",Marsha Blackburn,False,True,False,False,False,True,False,False,False,True
MarshaSays,R,Senate,0.627,"['blackburn', 'marsha']",Marsha Blackburn,False,True,False,False,True,False,False,False,False,False
VoteMarsha,R,Senate,0.627,"['blackburn', 'marsha']",Marsha Blackburn,False,True,False,False,False,False,False,True,False,False
SenBlumenthal,D,Senate,-0.435,"['blumenthal', 'richard']",Richard Blumenthal,False,True,False,False,False,True,False,False,False,True
DickBlumenthal,D,Senate,-0.435,"['blumenthal', 'richard']",Richard Blumenthal,False,True,False,False,True,False,False,False,False,False
BlumenthalPress,D,Senate,-0.435,"['blumenthal', 'richard']",Richard Blumenthal,False,True,False,False,False,False,True,False,False,False
RoyBlunt,R,Senate,0.398,"['blunt', 'roy']",Roy Blunt,False,True,False,False,False,True,False,False,False,True
RoyBluntMO,R,Senate,0.398,"['blunt', 'roy']",Roy Blunt,False,True,False,False,True,False,False,False,False,False
JohnBoozman,R,Senate,0.426,"['boozman', 'john']",John Boozman,False,True,False,False,False,True,False,False,False,True
Boozman4AR,R,Senate,0.426,"['boozman', 'john']",John Boozman,False,True,False,False,False,False,False,True,False,False
SenatorBraun,R,Senate,0.8,"['braun', 'mike']",Mike Braun,False,True,False,False,False,True,False,False,False,True
Braun4Indiana,R,Senate,0.8,"['braun', 'mike']",Mike Braun,False,True,False,False,True,False,False,False,False,False
SenSherrodBrown,D,Senate,-0.427,"['brown', 'sherrod']",Sherrod Brown,False,True,False,False,False,True,False,False,False,True
SherrodBrown,D,Senate,-0.427,"['brown', 'sherrod']",Sherrod Brown,False,True,False,False,True,False,False,False,False,False
SenatorBurr,R,Senate,0.435,"['burr', 'richard']",Richard Burr,False,True,False,False,False,True,False,False,False,True
SenatorCantwell,D,Senate,-0.305,"['cantwell', 'maria']",Maria Cantwell,False,True,False,False,False,True,False,False,False,True
MariaCantwell,D,Senate,-0.305,"['cantwell', 'maria']",Maria Cantwell,False,True,False,False,False,False,False,True,False,False
SenCapito,R,Senate,0.277,"['capito', 'shelley', 'moore']",Shelley Moore Capito,False,True,False,False,False,True,False,False,False,True
CapitoforWV,R,Senate,0.277,"['capito', 'shelley', 'moore']",Shelley Moore Capito,False,True,False,False,False,False,False,True,False,False
SenatorCardin,D,Senate,-0.32,"['cardin', 'benjamin']",Benjamin Cardin,False,True,False,False,False,True,False,False,False,True
BenCardinforMD,D,Senate,-0.32,"['cardin', 'benjamin']",Benjamin Cardin,False,True,False,False,True,False,False,False,False,False
SenatorCarper,D,Senate,-0.178,"['carper', 'thomas']",Thomas Carper,False,True,False,False,False,True,False,False,False,True
TomCarperforDE,D,Senate,-0.178,"['carper', 'thomas']",Thomas Carper,False,True,False,False,True,False,False,False,False,False
SenBobCasey,D,Senate,-0.313,"['casey', 'robert']",Robert Casey,False,True,False,False,False,True,False,False,False,True
Bob_Casey,D,Senate,-0.313,"['casey', 'robert']",Robert Casey,False,True,False,False,False,False,False,True,False,False
SenBillCassidy,R,Senate,0.469,"['cassidy', 'bill']",Bill Cassidy,False,True,False,False,False,True,False,False,False,True
BillCassidy,R,Senate,0.469,"['cassidy', 'bill']",Bill Cassidy,False,True,False,False,True,False,False,False,False,False
SenatorCollins,R,Senate,0.117,"['collins', 'susan']",Susan Collins,False,True,False,False,False,True,False,False,False,True
SenSusanCollins,R,Senate,0.117,"['collins', 'susan']",Susan Collins,False,True,False,False,False,False,False,True,False,False
SenCortezMasto,D,Senate,-0.36,"['masto', 'catherine', 'cortez']",Catherine Cortez Masto,False,True,False,False,False,True,False,False,False,True
CortezMasto,D,Senate,-0.36,"['masto', 'catherine', 'cortez']",Catherine Cortez Masto,False,True,False,False,True,False,False,False,False,False
CatherineForNV,D,Senate,-0.36,"['masto', 'catherine', 'cortez']",Catherine Cortez Masto,False,True,False,False,False,False,False,False,True,False
SenTomCotton,R,Senate,0.604,"['cotton', 'tom']",Tom Cotton,False,True,False,False,False,True,False,False,False,True
TomCottonAR,R,Senate,0.604,"['cotton', 'tom']",Tom Cotton,False,True,False,False,True,False,False,False,False,False
SenKevinCramer,R,Senate,0.398,"['cramer', 'kevin']",Kevin Cramer,False,True,False,False,False,True,False,False,False,True
kevincramer,R,Senate,0.398,"['cramer', 'kevin']",Kevin Cramer,False,True,False,False,True,False,False,False,False,False
MikeCrapo,R,Senate,0.501,"['crapo', 'mike']",Mike Crapo,False,True,False,False,False,True,False,False,False,True
crapoforsenate,R,Senate,0.501,"['crapo', 'mike']",Mike Crapo,False,True,False,False,False,False,False,True,False,False
SenTedCruz,R,Senate,0.815,"['cruz', 'ted']",Ted Cruz,False,True,False,False,False,True,False,False,False,True
tedcruz,R,Senate,0.815,"['cruz', 'ted']",Ted Cruz,False,True,False,False,True,False,False,False,False,False
SteveDaines,R,Senate,0.584,"['daines', 'steve']",Steve Daines,False,True,False,False,False,True,False,False,False,True
DainesforMT,R,Senate,0.584,"['daines', 'steve']",Steve Daines,False,True,False,False,False,False,False,True,False,False
SenDuckworth,D,Senate,-0.336,"['duckworth', 'tammy']",Tammy Duckworth,False,True,False,False,False,True,False,False,False,True
TammyDuckworth,D,Senate,-0.336,"['duckworth', 'tammy']",Tammy Duckworth,False,True,False,False,True,False,False,False,False,False
SenatorDurbin,D,Senate,-0.348,"['durbin', 'richard']",Richard Durbin,False,True,False,False,False,True,False,False,False,True
DickDurbin,D,Senate,-0.348,"['durbin', 'richard']",Richard Durbin,False,True,False,False,True,False,False,False,False,False
SenJoniErnst,R,Senate,0.541,"['ernst', 'joni']",Joni Ernst,False,True,False,False,False,True,False,False,False,True
joniernst,R,Senate,0.541,"['ernst', 'joni']",Joni Ernst,False,True,False,False,True,False,False,False,False,False
SenFeinstein,D,Senate,-0.268,"['feinstein', 'dianne']",Dianne Feinstein,False,True,False,False,False,True,False,False,False,True
DianneFeinstein,D,Senate,-0.268,"['feinstein', 'dianne']",Dianne Feinstein,False,True,False,False,True,False,False,False,False,False
SenatorFischer,R,Senate,0.461,"['fischer', 'deb']",Deb Fischer,False,True,False,False,False,True,False,False,False,True
DebFischerNE,R,Senate,0.461,"['fischer', 'deb']",Deb Fischer,False,True,False,False,True,False,False,False,False,False
LindseyGrahamSC,R,Senate,0.372,"['graham', 'lindsey']",Lindsey Graham,False,True,False,False,False,True,False,False,False,True
ChuckGrassley,R,Senate,0.356,"['grassley', 'chuck']",Chuck Grassley,False,True,False,False,False,True,False,False,False,True
GrassleyPress,R,Senate,0.356,"['grassley', 'chuck']",Chuck Grassley,False,True,False,False,False,False,True,False,False,False
SenatorHassan,D,Senate,-0.233,"['hassan', 'margaret', 'maggie']",Margaret Maggie Hassan,False,True,False,False,False,True,False,False,False,True
Maggie_Hassan,D,Senate,-0.233,"['hassan', 'margaret', 'maggie']",Margaret Maggie Hassan,False,True,False,False,True,False,False,False,False,False
MartinHeinrich,D,Senate,-0.33,"['heinrich', 'martin']",Martin Heinrich,False,True,False,False,False,True,False,False,False,True
TeamHeinrich,D,Senate,-0.33,"['heinrich', 'martin']",Martin Heinrich,False,True,False,False,True,False,False,False,False,False
SenatorHick,D,Senate,-0.246,"['hickenlooper', 'john']",John Hickenlooper,False,True,False,False,False,True,False,False,False,True
Hickenlooper,D,Senate,-0.246,"['hickenlooper', 'john']",John Hickenlooper,False,True,False,False,True,False,False,False,False,False
maziehirono,D,Senate,-0.512,"['hirono', 'mazie']",Mazie Hirono,False,True,False,False,False,True,False,False,False,True
mazieforhawaii,D,Senate,-0.512,"['hirono', 'mazie']",Mazie Hirono,False,True,False,False,True,False,False,False,False,False
SenJohnHoeven,R,Senate,0.389,"['hoeven', 'john']",John Hoeven,False,True,False,False,False,True,False,False,False,True
SenHydeSmith,R,Senate,0.449,"['smith', 'cindy', 'hyde']",Cindy Hyde-Smith,False,True,False,False,False,True,False,False,False,True
cindyhydesmith,R,Senate,0.449,"['smith', 'cindy', 'hyde']",Cindy Hyde-Smith,False,True,False,False,True,False,False,False,False,False
JimInhofe,R,Senate,0.552,"['inhofe', 'james']",James Inhofe,False,True,False,False,False,True,False,False,False,True
inhofeforsenate,R,Senate,0.552,"['inhofe', 'james']",James Inhofe,False,True,False,False,True,False,False,False,False,False
InhofePress,R,Senate,0.552,"['inhofe', 'james']",James Inhofe,False,True,False,False,False,False,True,False,False,False
SenRonJohnson,R,Senate,0.627,"['johnson', 'ron']",Ron Johnson,False,True,False,False,False,True,False,False,False,True
RonJohnsonWI,R,Senate,0.627,"['johnson', 'ron']",Ron Johnson,False,True,False,False,True,False,False,False,False,False
SenMarkKelly,D,Senate,-0.197,"['kelly', 'mark']",Mark Kelly,False,True,False,False,False,True,False,False,False,True
CaptMarkKelly,D,Senate,-0.197,"['kelly', 'mark']",Mark Kelly,False,True,False,False,True,False,False,False,False,False
SenAmyKlobuchar,D,Senate,-0.284,"['klobuchar', 'amy']",Amy Klobuchar,False,True,False,False,False,True,False,False,False,True
amyklobuchar,D,Senate,-0.284,"['klobuchar', 'amy']",Amy Klobuchar,False,True,False,False,True,False,False,False,False,False
SenatorLankford,R,Senate,0.607,"['lankford', 'james']",James Lankford,False,True,False,False,False,True,False,False,False,True
jameslankford,R,Senate,0.607,"['lankford', 'james']",James Lankford,False,True,False,False,True,False,False,False,False,False
SenatorLeahy,D,Senate,-0.36,"['leahy', 'patrick']",Patrick Leahy,False,True,False,False,False,True,False,False,False,True
SenMikeLee,R,Senate,0.891,"['lee', 'mike']",Mike Lee,False,True,False,False,False,True,False,False,False,True
SenatorLujan,D,Senate,-0.368,"['luján', 'ben', 'ray']",Ben Ray Luján,False,True,False,False,False,True,False,False,False,True
benraylujan,D,Senate,-0.368,"['luján', 'ben', 'ray']",Ben Ray Luján,False,True,False,False,True,False,False,False,False,False
SenLummis,R,Senate,0.693,"['lummis', 'cynthia']",Cynthia Lummis,False,True,False,False,False,True,False,False,False,True
CynthiaMLummis,R,Senate,0.693,"['lummis', 'cynthia']",Cynthia Lummis,False,True,False,False,True,False,False,False,False,False
Sen_JoeManchin,D,Senate,-0.059,"['manchin', 'joe']",Joe Manchin,False,True,False,False,False,True,False,False,False,True
SenMarkey,D,Senate,-0.514,"['markey', 'edward']",Edward Markey,False,True,False,False,False,True,False,False,False,True
EdMarkey,D,Senate,-0.514,"['markey', 'edward']",Edward Markey,False,True,False,False,True,False,False,False,False,False
SenatorMenendez,D,Senate,-0.367,"['menendez', 'bob']",Bob Menendez,False,True,False,False,False,True,False,False,False,True
BobMenendezNJ,D,Senate,-0.367,"['menendez', 'bob']",Bob Menendez,False,True,False,False,False,False,False,True,False,False
SenJeffMerkley,D,Senate,-0.444,"['merkley', 'jeff']",Jeff Merkley,False,True,False,False,False,True,False,False,False,True
JeffMerkley,D,Senate,-0.444,"['merkley', 'jeff']",Jeff Merkley,False,True,False,False,True,False,False,False,False,False
JerryMoran,R,Senate,0.417,"['moran', 'jerry']",Jerry Moran,False,True,False,False,False,True,False,False,False,True
lisamurkowski,R,Senate,0.21,"['murkowski', 'lisa']",Lisa Murkowski,False,True,False,False,False,True,False,False,False,True
LisaForSenate,R,Senate,0.21,"['murkowski', 'lisa']",Lisa Murkowski,False,True,False,False,False,False,False,True,False,False
ChrisMurphyCT,D,Senate,-0.271,"['murphy', 'christopher']",Christopher Murphy,False,True,False,False,False,True,False,False,False,True
SenMurphyOffice,D,Senate,-0.271,"['murphy', 'christopher']",Christopher Murphy,False,True,False,False,False,False,True,False,False,False
PattyMurray,D,Senate,-0.352,"['murray', 'patty']",Patty Murray,False,True,False,False,False,True,False,False,False,True
SenAlexPadilla,D,Senate,-0.394,"['padilla', 'alex']",Alex Padilla,False,True,False,False,False,True,False,False,False,True
AlexPadilla4CA,D,Senate,-0.394,"['padilla', 'alex']",Alex Padilla,False,True,False,False,True,False,False,False,False,False
RandPaul,R,Senate,0.89,"['paul', 'rand']",Rand Paul,False,True,False,False,False,True,False,False,False,True
DrRandPaul,R,Senate,0.89,"['paul', 'rand']",Rand Paul,False,True,False,False,True,False,False,False,False,False
SenGaryPeters,D,Senate,-0.246,"['peters', 'gary']",Gary Peters,False,True,False,False,False,True,False,False,False,True
GaryPeters,D,Senate,-0.246,"['peters', 'gary']",Gary Peters,False,True,False,False,False,False,False,True,False,False
senrobportman,R,Senate,0.371,"['portman', 'rob']",Rob Portman,False,True,False,False,False,True,False,False,False,True
RobPortman,R,Senate,0.371,"['portman', 'rob']",Rob Portman,False,True,False,False,False,False,False,True,False,False
SenJackReed,D,Senate,-0.367,"['reed', 'jack']",Jack Reed,False,True,False,False,False,True,False,False,False,True
SenatorRisch,R,Senate,0.55,"['risch', 'james']",James Risch,False,True,False,False,False,True,False,False,False,True
Risch4Idaho,R,Senate,0.55,"['risch', 'james']",James Risch,False,True,False,False,False,False,False,True,False,False
SenatorRomney,R,Senate,0.288,"['romney', 'mitt']",Mitt Romney,False,True,False,False,False,True,False,False,False,True
MittRomney,R,Senate,0.288,"['romney', 'mitt']",Mitt Romney,False,True,False,False,True,False,False,False,False,False
SenJackyRosen,D,Senate,-0.288,"['rosen', 'jacky']",Jacky Rosen,False,True,False,False,False,True,False,False,False,True
RosenforNevada,D,Senate,-0.288,"['rosen', 'jacky']",Jacky Rosen,False,True,False,False,False,False,False,True,False,False
SenatorRounds,R,Senate,0.365,"['rounds', 'mike']",Mike Rounds,False,True,False,False,False,True,False,False,False,True
RoundsforSenate,R,Senate,0.365,"['rounds', 'mike']",Mike Rounds,False,True,False,False,False,False,False,True,False,False
marcorubio,R,Senate,0.611,"['rubio', 'marco']",Marco Rubio,False,True,False,False,False,True,False,False,False,True
SenRubioPress,R,Senate,0.611,"['rubio', 'marco']",Marco Rubio,False,True,False,False,False,False,True,False,False,False
SenBrianSchatz,D,Senate,-0.443,"['schatz', 'brian']",Brian Schatz,False,True,False,False,False,True,False,False,False,True
brianschatz,D,Senate,-0.443,"['schatz', 'brian']",Brian Schatz,False,True,False,False,True,False,False,False,False,False
SenSchumer,D,Senate,-0.355,"['schumer', 'charles']",Charles Schumer,False,True,False,False,False,True,False,False,False,True
chuckschumer,D,Senate,-0.355,"['schumer', 'charles']",Charles Schumer,False,True,False,False,False,False,False,True,False,False
SenRickScott,R,Senate,0.66,"['scott', 'rick']",Rick Scott,False,True,False,False,False,True,False,False,False,True
ScottforFlorida,R,Senate,0.66,"['scott', 'rick']",Rick Scott,False,True,False,False,True,False,False,False,False,False
SenatorTimScott,R,Senate,0.63,"['scott', 'tim']",Tim Scott,False,True,False,False,False,True,False,False,False,True
TimScottSC,R,Senate,0.63,"['scott', 'tim']",Tim Scott,False,True,False,False,True,False,False,False,False,False
votetimscott,R,Senate,0.63,"['scott', 'tim']",Tim Scott,False,True,False,False,False,False,False,True,False,False
timscottsc,R,Senate,0.63,"['scott', 'tim']",Tim Scott,False,True,False,False,False,False,False,False,True,False
SenatorShaheen,D,Senate,-0.238,"['shaheen', 'jeanne']",Jeanne Shaheen,False,True,False,False,False,True,False,False,False,True
JeanneShaheen,D,Senate,-0.238,"['shaheen', 'jeanne']",Jeanne Shaheen,False,True,False,False,True,False,False,False,False,False
SenShelby,R,Senate,0.446,"['shelby', 'richard']",Richard Shelby,False,True,False,False,False,True,False,False,False,True
SenatorSinema,D,Senate,-0.105,"['sinema', 'kyrsten']",Kyrsten Sinema,False,True,False,False,False,True,False,False,False,True
kyrstensinema,D,Senate,-0.105,"['sinema', 'kyrsten']",Kyrsten Sinema,False,True,False,False,True,False,False,False,False,False
SenTinaSmith,D,Senate,-0.398,"['smith', 'tina']",Tina Smith,False,True,False,False,False,True,False,False,False,True
TinaSmithMN,D,Senate,-0.398,"['smith', 'tina']",Tina Smith,False,True,False,False,True,False,False,False,False,False
SenStabenow,D,Senate,-0.342,"['stabenow', 'debbie']",Debbie Stabenow,False,True,False,False,False,True,False,False,False,True
stabenow,D,Senate,-0.342,"['stabenow', 'debbie']",Debbie Stabenow,False,True,False,False,True,False,False,False,False,False
SenDanSullivan,R,Senate,0.481,"['sullivan', 'dan']",Dan Sullivan,False,True,False,False,False,True,False,False,False,True
DanSullivan_AK,R,Senate,0.481,"['sullivan', 'dan']",Dan Sullivan,False,True,False,False,False,False,False,True,False,False
SenatorTester,D,Senate,-0.214,"['tester', 'jon']",Jon Tester,False,True,False,False,False,True,False,False,False,True
jontester,D,Senate,-0.214,"['tester', 'jon']",Jon Tester,False,True,False,False,False,False,False,True,False,False
SenJohnThune,R,Senate,0.428,"['thune', 'john']",John Thune,False,True,False,False,False,True,False,False,False,True
johnthune,R,Senate,0.428,"['thune', 'john']",John Thune,False,True,False,False,True,False,False,False,False,False
SenThomTillis,R,Senate,0.4,"['tillis', 'thom']",Thom Tillis,False,True,False,False,False,True,False,False,False,True
ThomTillis,R,Senate,0.4,"['tillis', 'thom']",Thom Tillis,False,True,False,False,True,False,False,False,False,False
SenToomey,R,Senate,0.624,"['toomey', 'patrick']",Patrick Toomey,False,True,False,False,False,True,False,False,False,True
PatToomey,R,Senate,0.624,"['toomey', 'patrick']",Patrick Toomey,False,True,False,False,False,False,False,True,False,False
SenTuberville,R,Senate,0.936,"['tuberville', 'tommy']",Tommy Tuberville,False,True,False,False,False,True,False,False,False,True
Ttuberville,R,Senate,0.936,"['tuberville', 'tommy']",Tommy Tuberville,False,True,False,False,True,False,False,False,False,False
ChrisVanHollen,D,Senate,-0.391,"['hollen', 'chris', 'van']",Chris van Hollen,False,True,False,False,False,True,False,False,False,True
VanHollenForMD,D,Senate,-0.391,"['hollen', 'chris', 'van']",Chris van Hollen,False,True,False,False,True,False,False,False,False,False
MarkWarner,D,Senate,-0.205,"['warner', 'mark']",Mark Warner,False,True,False,False,False,True,False,False,False,True
MarkWarnerVA,D,Senate,-0.205,"['warner', 'mark']",Mark Warner,False,True,False,False,False,False,False,True,False,False
SenatorWarnock,D,Senate,-0.411,"['warnock', 'raphael']",Raphael Warnock,False,True,False,False,False,True,False,False,False,True
ReverendWarnock,D,Senate,-0.411,"['warnock', 'raphael']",Raphael Warnock,False,True,False,False,True,False,False,False,False,False
SenWarren,D,Senate,-0.752,"['warren', 'elizabeth']",Elizabeth Warren,False,True,False,False,False,True,False,False,False,True
ewarren,D,Senate,-0.752,"['warren', 'elizabeth']",Elizabeth Warren,False,True,False,False,True,False,False,False,False,False
SenWhitehouse,D,Senate,-0.355,"['whitehouse', 'sheldon']",Sheldon Whitehouse,False,True,False,False,False,True,False,False,False,True
SheldonforRI,D,Senate,-0.355,"['whitehouse', 'sheldon']",Sheldon Whitehouse,False,True,False,False,False,False,False,True,False,False
SenatorWicker,R,Senate,0.376,"['wicker', 'roger']",Roger Wicker,False,True,False,False,False,True,False,False,False,True
RogerWicker,R,Senate,0.376,"['wicker', 'roger']",Roger Wicker,False,True,False,False,False,False,False,True,False,False
RonWyden,D,Senate,-0.33,"['wyden', 'ron']",Ron Wyden,False,True,False,False,False,True,False,False,False,True
WydenPress,D,Senate,-0.33,"['wyden', 'ron']",Ron Wyden,False,True,False,False,False,False,True,False,False,False
SenToddYoung,R,Senate,0.45,"['young', 'todd']",Todd Young,False,True,False,False,False,True,False,False,False,True
ToddYoungIN,R,Senate,0.45,"['young', 'todd']",Todd Young,False,True,False,False,True,False,False,False,False,False
RepCardenas,D,House,-0.390,"['cárdenas', 'tony']",Tony Cárdenas,False,True,False,False,False,True,False,False,False,True
Tcardenas,D,House,-0.390,"['cárdenas', 'tony']",Tony Cárdenas,False,True,False,False,True,False,False,False,False,False
